 23,      93.00,      61.00,       2.00,       0.00,    5848.68,    7842.18,      93.00,      60.69,       0.00,       0.46,      93.00,      93.00,      93.00,      93.00,    1283.01,      16.04,     345.71,       0.00
 25,     108.00,       2.00,       1.00,       0.00,    2214.41,    2214.41,     108.00,       2.00,       0.00,       0.00,     108.00,     108.00,     108.00,     108.00,    1499.88,       0.00,       0.00,       0.00
 26,     110.00,      20.00,       1.00,       0.00,    2326.97,    2326.97,     110.00,      20.00,       0.00,       0.00,     110.00,     110.00,     110.00,     110.00,    1373.46,      34.71,      67.04,       0.00
 29,     154.00,     103.00,       2.00,       0.00,    6105.75,    8549.26,     154.00,     102.68,       0.00,       0.47,     154.00,     154.00,     154.00,     154.00,     883.16,      10.77,     561.51,       0.00
 30,     156.00,     120.00,       1.00,       0.00,    4243.70,    4243.70,     156.00,     120.00,       0.00,       0.00,     156.00,     156.00,     156.00,     156.00,     627.56,      39.50,     107.45,       0.00
 32,     193.00,     184.00,       1.00,       0.00,    2411.90,    2411.90,     193.00,     184.00,       0.00,       0.00,     193.00,     193.00,     185.00,     193.00,    1418.89,       0.00,       0.00,       0.00
 33,     235.00,     175.00,       1.00,       0.00,    2839.41,    2839.41,     235.00,     175.00,       0.00,       0.00,     235.00,     235.00,     185.00,     235.00,     956.86,      38.14,      74.44,       0.00
 42,     307.00,      46.00,       2.00,       0.00,    2948.92,    5145.06,     307.00,      46.45,       0.00,       0.50,     307.00,     307.00,     185.00,     307.00,    1058.26,      19.90,     182.77,       0.00
 43,     328.00,      42.00,       1.00,       0.00,    2808.01,    2808.01,     328.00,      42.00,       0.00,       0.00,     328.00,     328.00,     185.00,     328.00,    1176.12,      43.07,      65.20,       0.00
 45,     329.00,      28.00,       2.00,       0.00,    8263.18,   12158.08,     329.00,      27.65,       0.00,       0.48,     329.00,     329.00,     185.00,     329.00,     995.45,     134.82,      63.77,       0.00
 47,     384.00,     157.00,       2.00,       0.00,    3522.78,    6906.73,     384.00,     157.49,       0.00,       0.50,     384.00,     384.00,     185.00,     384.00,    1096.14,      38.86,     125.69,       0.00
 48,       0.00,      58.00,       3.00,       0.00,    3232.48,   23943.47,       0.00,      59.16,       0.00,       0.68,       0.00,       0.00,       0.00,       0.00,    1407.74,       0.00,       0.00,       0.00
 49,       3.00,      26.00,       2.00,       0.00,    3293.67,    6444.01,       3.00,      26.49,       0.00,       0.50,       3.00,       3.00,       3.00,       3.00,    1281.40,       0.00,       0.00,       0.00
 52,     105.00,     169.00,       2.00,       0.00,    6547.24,   10566.99,     105.00,     169.40,       0.00,       0.49,     105.00,     105.00,     105.00,     105.00,    1144.70,     130.21,      57.38,       0.00
 53,     108.00,       2.00,       2.00,       0.00,    2953.79,    5248.00,     108.00,       1.55,       0.00,       0.50,     108.00,     108.00,     108.00,     108.00,     936.17,       0.00,       0.00,       0.00
 54,     116.00,      35.00,       1.00,       0.00,    7858.40,    7858.40,     116.00,      35.00,       0.00,       0.00,     116.00,     116.00,     116.00,     116.00,    1073.21,     131.48,      59.77,       0.00
 57,     189.00,      36.00,       1.00,       0.00,    5101.60,    5101.60,     189.00,      36.00,       0.00,       0.00,     189.00,     189.00,     185.00,     189.00,     581.50,      19.09,     267.21,       0.00
 58,     191.00,      54.00,       1.00,       0.00,    7748.93,    7748.93,     191.00,      54.00,       0.00,       0.00,     191.00,     191.00,     185.00,     191.00,     644.57,      97.97,      79.10,       0.00
 61,     294.00,     123.00,       1.00,       0.00,   11561.53,   11561.53,     294.00,     123.00,       0.00,       0.00,     294.00,     294.00,     185.00,     294.00,     813.87,      72.86,     158.68,       0.00
 62,     299.00,     130.00,       1.00,       0.00,    3104.16,    3104.16,     299.00,     130.00,       0.00,       0.00,     299.00,     299.00,     185.00,     299.00,     828.74,      55.87,      55.56,       0.00
 63,     358.00,      26.00,       1.00,       0.00,    2773.28,    2773.28,     358.00,      26.00,       0.00,       0.00,     358.00,     358.00,     185.00,     358.00,    1067.52,      58.10,      47.74,       0.00
  5,      65.00,       5.00,       2.00,       0.00,    3714.31,    9344.19,      65.00,       4.41,       0.00,       0.49,      65.00,      65.00,      65.00,      65.00,     600.34,       9.92,     665.90,       0.00
  6,      67.00,      22.00,       1.00,       0.00,    3605.24,    3605.24,      67.00,      22.00,       0.00,       0.00,      67.00,      67.00,      67.00,      67.00,     925.76,      28.53,     126.37,       0.00
 13,     340.00,     149.00,       1.00,       0.00,    2743.59,    2743.59,     340.00,     149.00,       0.00,       0.00,     340.00,     340.00,     185.00,     340.00,    1121.34,      46.84,      58.57,       0.00
 17,     380.00,     115.00,       1.00,       0.00,   11342.51,   11342.51,     380.00,     115.00,       0.00,       0.00,     380.00,     380.00,     185.00,     380.00,    1304.19,     210.94,      53.77,       0.00
 20,     382.00,     133.00,       2.00,       0.00,    8001.87,   13097.35,     382.00,     132.60,       0.00,       0.49,     382.00,     382.00,     185.00,     382.00,    1093.84,      71.18,     130.11,       0.00
 23,     387.00,      32.00,       1.00,       0.00,    5681.00,    5681.00,     387.00,      32.00,       0.00,       0.00,     387.00,     387.00,     185.00,     387.00,    1229.12,       0.00,       0.00,       0.00
 24,       3.00,      26.00,       2.00,       0.00,    2566.32,    5768.82,       3.00,      26.54,       0.00,       0.50,       3.00,       3.00,       3.00,       3.00,    1562.31,       0.00,       0.00,       0.00
 25,      42.00,     184.00,       1.00,       0.00,    3139.50,    3139.50,      42.00,     184.00,       0.00,       0.00,      42.00,      42.00,      42.00,      42.00,    1057.82,       0.00,       0.00,       0.00
 26,      55.00,       3.00,       1.00,       0.00,    2589.59,    2589.59,      55.00,       3.00,       0.00,       0.00,      55.00,      55.00,      55.00,      55.00,    1152.89,       0.00,       0.00,       0.00
 30,     349.00,      91.00,       1.00,       0.00,    3564.02,    3564.02,     349.00,      91.00,       0.00,       0.00,     349.00,     349.00,     185.00,     349.00,    1099.75,      64.16,      55.55,       0.00
 32,     351.00,     109.00,       3.00,       0.00,   13085.17,   27069.23,     351.00,     109.08,       0.00,       0.73,     351.00,     351.00,     185.00,     351.00,    1162.03,     102.49,     152.49,       0.00
 41,     245.00,      15.00,       2.00,       0.00,    3320.11,    6828.17,     245.00,      14.49,       0.00,       0.50,     245.00,     245.00,     185.00,     245.00,     718.42,       1.24,    3901.61,       0.00
 42,     247.00,      33.00,       1.00,       0.00,    2797.02,    2797.02,     247.00,      33.00,       0.00,       0.00,     247.00,     247.00,     185.00,     247.00,    1056.26,      65.47,      42.72,       0.00
 44,     262.00,      55.00,       2.00,       0.00,    4016.86,    6487.44,     262.00,      55.41,       0.00,       0.49,     262.00,     262.00,     185.00,     262.00,     949.37,      32.60,     140.70,       0.00
 45,     264.00,      73.00,       3.00,       0.00,   12525.33,   27422.52,     264.00,      73.68,       0.00,       0.67,     264.00,     264.00,     185.00,     264.00,    1466.37,     201.01,      78.76,       0.00
 47,     266.00,      91.00,       3.00,       0.00,   13292.21,   30029.86,     266.00,      91.27,       0.00,       0.70,     266.00,     266.00,     185.00,     266.00,     918.39,     190.30,      91.11,       0.00
 54,       3.00,      26.00,       2.00,       0.00,    3473.88,    6110.56,       3.00,      26.45,       0.00,       0.50,       3.00,       3.00,       3.00,       3.00,    1246.99,       0.00,       0.00,       0.00
 56,      16.00,      46.00,       3.00,       0.00,   12910.33,   17924.72,      16.00,      45.97,       0.00,       0.58,      16.00,      16.00,      16.00,      16.00,    1098.27,       5.23,    1978.75,       0.00
 58,      18.00,      64.00,       2.00,       0.00,    3833.90,    8121.51,      18.00,      63.48,       0.00,       0.50,      18.00,      18.00,      18.00,      18.00,    1206.35,      19.76,     290.63,       0.00
 60,      42.00,      41.00,       1.00,       0.00,    2649.09,    2649.09,      42.00,      41.00,       0.00,       0.00,      42.00,      42.00,      42.00,      42.00,    1166.95,      26.29,     100.78,       0.00
